ID,Date,Band,Genus,Species,Sex,Age,Time,Site,Mass,Wing_length,Tail_length,Fat_code,Condition
3D6.1D59AEEB1B,4/21/21,A00003070,Archilochus,BCHU,M,AHY,11:25:00,SB,3.05,43,NA,0,14.09836066
3D6.1D593E1B3A,4/21/21,NA,Calypte,ANHU,F,AHY,11:20:00,SB,4.03,51,NA,0,12.65508685
3D6.1D59AEEB26,4/21/21,A00003069,Calypte,ANHU,M,HY,10:55:00,SB,3.52,52,NA,0,14.77272727
3D6.1D593E1A7A,4/21/21,NA,Calypte,ANHU,F,AHY,10:52:00,SB,4.55,51,NA,0,11.20879121
3D6.1D59AEEAFC,4/21/21,A00003067,Archilochus,BCHU,M,AHY,10:51:00,SB,2.76,43,NA,0,15.57971014
3D6.1D59AEEB4D,4/21/21,A00003068,Archilochus,BCHU,M,AHY,10:50:00,SB,3.18,42,NA,0,13.20754717
3D6.1D593E1B0F,4/21/21,610089930,Calypte,ANHU,M,AHY,10:25:00,SB,NA,50,NA,0,NA
3D6.1D59AEEAF0,4/21/21,A00003055,Archilochus,BCHU,M,AHY,10:18:00,SB,NA,0,NA,NA,NA
3D6.1D59AEEB01,4/21/21,A00003056,Archilochus,BCHU,M,AHY,10:07:00,SB,3.11,44,NA,0,14.14790997
3D6.1D59AEEB49,4/21/21,A00003064,Archilochus,BCHU,F,AHY,10:00:00,SB,3,44,NA,0,14.66666667
3D6.1D59AEEB16,4/21/21,A00003060,Archilochus,BCHU,M,AHY,9:45:00,SB,2.77,42,NA,0,15.16245487
3D6.1D59AEEB2D,4/21/21,NA,Calypte,ANHU,F,AHY,9:45:00,SB,4.46,50,NA,0,11.21076233
3D6.1D59AEEB10,4/21/21,NA,Calypte,ANHU,F,AHY,9:34:00,SB,3.7,52,NA,0,14.05405405
3D6.1D59AEEB30,4/21/21,A00003066,Calypte,ANHU,M,HY,9:33:00,SB,4.75,50,NA,0,10.52631579
3D6.1D59AEEB28,4/21/21,A00003063,Archilochus,BCHU,M,AHY,9:24:00,SB,2.72,43,NA,0,15.80882353
3D6.1D59AEEB1C,4/21/21,A00003065,Calypte,ANHU,M,AHY,9:22:00,SB,4.5,49,NA,0,10.88888889
3D6.1D59AEEAF0,4/21/21,NA,Archilochus,BCHU,M,AHY,8:52:00,SB,3.47,42,NA,0,12.1037464
3D6.1D59AEEAF3,4/21/21,A00003057,Calypte,ANHU,M,HY,8:52:00,SB,4.27,49,NA,0,11.47540984
3D6.1D59AEEB1E,4/21/21,A00003061,Archilochus,BCHU,M,AHY,8:50:00,SB,2.95,43,NA,0,14.57627119
3D6.1D593E1AE6,4/21/21,NA,Archilochus,BCHU,M,AHY,8:50:00,SB,2.94,42,NA,0,14.28571429
3D6.1D59AEEB23,4/21/21,A00003062,Archilochus,BCHU,M,AHY,8:32:00,SB,2.91,42,NA,0,14.43298969
3D6.1D59AEEAEC,4/21/21,NA,Calypte,ANHU,F,AHY,8:08:00,SB,4.49,0,NA,0,0
3D6.1D59AEEB2C,4/21/21,A00003059,Calypte,ANHU,M,HY,7:55:00,SB,4.28,50,NA,0,11.68224299
3D6.1D59AEEAFB,4/21/21,A00003058,Calypte,ANHU,F,HY,7:55:00,SB,3.55,45,NA,0,12.67605634
3D6.1D593E19CB,4/5/21,900096477,Calypte,ANHU,M,AHY,11:35:00,SB,NA,0,NA,0,NA
3D6.1D59AEEB0E,4/5/21,NA,Calypte,ANHU,M,AHY,11:20:00,SB,4.07,0,NA,0,0
3D6.1D59AEEB25,4/5/21,NA,Calypte,ANHU,F,AHY,11:18:00,SB,4.2,0,NA,0,0
3D6.1D593E1CCE,4/5/21,NA,Calypte,ANHU,M,AHY,10:48:00,SB,4.06,0,NA,0,0
3D6.1D593E1ABC,4/5/21,NA,Calypte,ANHU,F,AHY,10:37:00,SB,4.19,0,NA,0,0
3D6.1D59AEEB0A,4/5/21,NA,Calypte,ANHU,M,AHY,10:28:00,SB,4.13,0,NA,0,0
3D6.1D59AEEB20,4/5/21,NA,Calypte,ANHU,M,AHY,10:11:00,SB,4.29,0,NA,1,0
3D6.1D593E1A2D,4/5/21,610089575,Calypte,ANHU,M,AHY,9:50:00,SB,4.32,0,NA,0,0
3d6.1d59aeeb4c,4/5/21,NA,Calypte,ANHU,M,AHY,9:32:00,SB,4.36,0,NA,0,0
3D6.1D59AEEAEC,3/22/21,NA,Calypte,ANHU,F,AHY,12:45:00,SB,4.05,0,NA,0,0
3D6.1D593E1D06,3/22/21,NA,Calypte,ANHU,F,AHY,12:45:00,SB,5,0,NA,0,0
3D6.1D59AEEA24,3/22/21,NA,Calypte,ANHU,F,AHY,12:45:00,SB,4.13,0,NA,0,0
3D6.00184967D7,3/22/21,910032282,Calypte,ANHU,M,AHY,12:10:00,SB,4.3,0,NA,0,0
3D6.1D59AEEA54,3/22/21,NA,Calypte,ANHU,F,AHY,12:10:00,SB,4.03,0,NA,0,0
3d6.1d593e1a7a,3/22/21,NA,Calypte,ANHU,F,AHY,12:03:00,SB,4.26,0,NA,0,0
3D6.1D59AEEB13,3/22/21,910070918,Calypte,ANHU,M,AHY,11:50:00,SB,4.47,0,NA,0,0
3D6.1D59AEEB25,3/22/21,A00003052,Calypte,ANHU,F,AHY,11:35:00,SB,4.04,51,NA,0,12.62376238
3D6.1D593D7857,3/22/21,910018462,Calypte,ANHU,F,AHY,11:25:00,SB,NA,51,NA,0,NA
3D6.1D59AEEB21,3/22/21,A00003053,Calypte,ANHU,F,AHY,11:04:00,SB,4.3,51,NA,0,11.86046512
3D6.1D59AEEAF4,3/22/21,A00003051,Calypte,ANHU,M,AHY,10:49:00,SB,4.11,50,NA,0,12.16545012
3d6.1d593e1991,3/22/21,910070545,Calypte,ANHU,M,AHY,10:25:00,SB,3.93,0,NA,0,0
3D6.1D59AEEB4B,3/22/21,A00003054,Calypte,ANHU,F,AHY,10:12:00,SB,3.94,51,NA,0,12.94416244
3D6.1D59AEEA54,3/22/21,NA,Calypte,ANHU,F,AHY,9:59:00,SB,4.22,0,NA,0,0
3D6.1D593D787D,3/22/21,610089824,Calypte,ANHU,F,AHY,9:52:00,SB,4.12,0,NA,NA,0
3D6.1D59AEEB14,3/22/21,NA,Calypte,ANHU,M,AHY,9:45:00,SB,4.33,0,NA,-,0
3D6.1D593E1B8B,3/8/21,NA,Calypte,ANHU,F,AHY,13:28:00,SB,4.16,0,NA,-,0
3D6.1D59AEEB2D,3/8/21,NA,Calypte,ANHU,F,AHY,13:20:00,SB,4.62,0,NA,0,0
3D6.1D593E1AE2,3/8/21,NA,Calypte,ANHU,F,AHY,13:13:00,SB,4.21,51,NA,0,12.11401425
3D6.1D59AEEB0D,3/8/21,NA,Calypte,ANHU,F,AHY,13:05:00,SB,NA,0,NA,0,NA
3D6.1D59AEEA52,3/8/21,NA,Calypte,ANHU,M,AHY,12:58:00,SB,4.17,51,NA,0,12.23021583
3D6.1D59AEEB3E,3/8/21,A00003049,Calypte,ANHU,M,AHY,12:39:00,SB,4.35,49,NA,0,11.26436782
3D6.1D593E1A2B,3/8/21,NA,Calypte,ANHU,F,AHY,12:35:00,SB,4.45,51,NA,0,11.46067416
3D6.1D59AEEB3A,3/8/21,610089707,Calypte,ANHU,M,AHY,12:32:00,SB,4.34,50.5,NA,0,11.6359447
3D6.1D593E1CF5,3/8/21,NA,Calypte,ANHU,M,AHY,12:03:00,SB,4.41,50,NA,0,11.33786848
3D6.1D59AEEB12,3/8/21,A00003048,Calypte,ANHU,M,AHY,11:50:00,SB,4.36,49,NA,0,11.23853211
3D6.1D59AEEA54,3/8/21,NA,Calypte,ANHU,F,AHY,11:49:00,SB,4.12,52,NA,0,12.62135922
3D6.1D593E19D1,3/8/21,610089705,Calypte,ANHU,M,AHY,11:41:00,SB,NA,51,NA,0,NA
3D6.1D59AEEA73,3/8/21,NA,Calypte,ANHU,F,AHY,11:30:00,SB,4.29,52,NA,NA,12.12121212
3D6.1D59AEEB44,3/8/21,910071111,Calypte,ANHU,M,AHY,11:20:00,SB,4.26,50,NA,0,11.7370892
3D6.1D593E1B6D,3/8/21,NA,Calypte,ANHU,F,AHY,11:10:00,SB,4.12,51,NA,0,12.37864078
3D6.1D593E1ABC,3/8/21,A00003050,Calypte,ANHU,F,AHY,11:00:00,SB,NA,0,NA,NA,NA
3D6.1D59AEEB05,3/8/21,A00003047,Calypte,ANHU,M,AHY,10:49:00,SB,4.38,50,NA,0,11.41552511
3D6.1D593E1D3B,3/8/21,610089849,Calypte,ANHU,M,AHY,10:40:00,SB,NA,49,NA,0,NA
3D6.1D59AEEAEC,3/8/21,NA,Calypte,ANHU,F,AHY,10:32:00,SB,4.09,51,NA,0,12.46943765
3D6.1D59AEEB03,3/8/21,NA,Calypte,ANHU,F,AHY,10:25:00,SB,3.67,51,NA,0,13.89645777
3d6.1d593e1abc,3/8/21,NA,Calypte,ANHU,F,AHY,10:19:00,SB,4.07,51,NA,0,12.53071253
3D6.1D593E1AAB,3/8/21,NA,Calypte,ANHU,F,AHY,10:14:00,SB,NA,0,NA,NA,NA
3D6.1D593E1991,3/8/21,910070545,Calypte,ANHU,M,AHY,10:08:00,SB,3.31,51,NA,0,15.40785498
3D6.1D59AEEAFE,3/8/21,NA,Calypte,ANHU,F,AHY,9:54:00,SB,4,0,NA,0,0
3D6.1D59AEEAEC,2/22/21,A00003037,Calypte,ANHU,F,AHY,11:55:00,SB,4.06,51,NA,0,12.56157635
3D5.1D593E1D37,2/22/21,A00003036,Calypte,ANHU,F,AHY,11:52:00,SB,NA,51,NA,-,NA
3D6.1D59AEEB4E,2/22/21,A00003038,Calypte,ANHU,M,AHY,11:40:00,SB,4.96,48,NA,0,9.677419355
3D6.1D593E1AE2,2/22/21,NA,Calypte,ANHU,F,AHY,11:26:00,SB,NA,0,NA,NA,NA
3D6.1D593E1B3A,2/22/21,NA,Calypte,ANHU,F,AHY,11:18:00,SB,4.16,50,NA,0,12.01923077
3D6.1D593E1B6D,2/22/21,NA,Calypte,ANHU,F,AHY,11:18:00,SB,NA,51,NA,-,NA
3D6.1D59AEEB32,2/22/21,A00003039,Calypte,ANHU,F,AHY,11:05:00,SB,4.3,51,NA,0,11.86046512
3D6.1D59AEEB41,2/22/21,A00003040,Calypte,ANHU,M,AHY,10:58:00,SB,4.16,50,NA,0,12.01923077
3d6.1d59aeeafa,2/22/21,NA,Calypte,ANHU,F,AHY,10:50:00,SB,NA,52,NA,0,NA
3D6.1D59AEEB2D,2/22/21,NA,Calypte,ANHU,F,AHY,10:50:00,SB,5.31,50,NA,0,9.416195857
3d6.1d59aeea38,2/22/21,NA,Calypte,ANHU,F,AHY,10:15:00,SB,4,52,NA,0,13
3D6.1D593E19CB,2/22/21,900096477,Calypte,ANHU,M,AHY,10:10:00,SB,4.57,50,NA,0,10.94091904
3D6.1D59AEEAFE,2/22/21,A00003041,Calypte,ANHU,F,AHY,9:55:00,SB,4.03,51,NA,0,12.65508685
3D6.1D59AEEB43,2/22/21,NA,Calypte,ANHU,F,AHY,9:45:00,SB,NA,0,NA,NA,NA
3D6.1D59AEEB0E,2/22/21,A00003043,Calypte,ANHU,M,AHY,9:38:00,SB,4.12,49,NA,-,11.89320388
3D6.1D593E1B8B,2/22/21,NA,Calypte,ANHU,F,AHY,9:37:00,SB,4.82,49.5,NA,0,10.26970954
3D6.1D59AEEB43,2/16/21,A00003029,Calypte,ANHU,F,HY,12:15:00,SB,NA,52,NA,0,NA
3D6.1D59AEEB14,2/16/21,NA,Calypte,ANHU,M,AHY,12:13:00,SB,NA,51,NA,0,NA
3D6.1D59AEEA24,2/16/21,NA,Calypte,ANHU,F,AHY,12:08:00,SB,NA,52,NA,0,NA
3D6.00184967D7,2/16/21,A00003035,Calypte,ANHU,M,AHY,12:05:00,SB,NA,50,NA,0,NA
3D6.1D59AEEB0A,2/16/21,NA,Calypte,ANHU,M,AHY,11:52:00,SB,NA,51,NA,0,NA
3D6.1D59AEEAFA,2/16/21,NA,Calypte,ANHU,F,AHY,11:48:00,SB,NA,52,NA,0,NA
3D6.1D59AEEB13,2/16/21,910070918,Calypte,ANHU,M,AHY,11:30:00,SB,NA,52,NA,0,NA
3D6.1D59AEEB34,2/16/21,A00003031,Calypte,ANHU,M,AHY,11:25:00,SB,NA,49,NA,NA,NA
3D6.1D59AEEB20,2/16/21,A00003032,Calypte,ANHU,M,AHY,11:15:00,SB,NA,49,NA,0,NA
3D6.1D59AEEA4C,2/16/21,A00003045,Calypte,ANHU,M,AHY,11:06:00,SB,NA,49,NA,0,NA
3D6.1D59AEEB42,2/16/21,A00003030,Calypte,ANHU,F,AHY,10:57:00,SB,NA,52,NA,0,NA
3D6.1D59AEEB0E,2/16/21,A00003033,Calypte,ANHU,M,AHY,10:46:00,SB,NA,49,NA,0,NA
3D6.1D593E1D06,2/16/21,NA,Calypte,ANHU,F,AHY,10:46:00,SB,NA,52,NA,0,NA
3D6.1D593E19CB,2/16/21,900096477,Calypte,ANHU,M,AHY,10:34:00,SB,NA,50,NA,0,NA
3D6.1D59AEEA74,2/16/21,NA,Calypte,ANHU,M,AHY,10:25:00,SB,NA,49,NA,0,NA
3D6.1D59AEEA1F,2/16/21,610089891,Calypte,ANHU,M,AHY,10:19:00,SB,NA,49,NA,-,NA
3D6.1D593E1AFC,2/16/21,NA,Calypte,ANHU,M,AHY,10:15:00,SB,NA,50.5,NA,0,NA
3D6.1D59AEEA4C,2/16/21,A00003044,Calypte,ANHU,M,AHY,10:14:00,SB,NA,49,NA,0,NA
3D6.1D59AEEAEA,2/16/21,A00003034,Calypte,ANHU,M,AHY,10:00:00,SB,NA,48,NA,0,NA
3D6.1D593E1D2C,2/16/21,NA,Calypte,ANHU,M,AHY,9:46:00,SB,NA,50,NA,0,NA
3D6.1D59AEEB40,2/16/21,NA,Calypte,ANHU,M,AHY,9:40:00,SB,NA,51,NA,0,NA
3D6.1D593E1B8B,1/25/21,A00003027,Calypte,ANHU,F,AHY,11:45:00,SB,NA,50,NA,0,NA
3D6.1D59AEEB37,1/25/21,A00003026,Calypte,ANHU,F,AHY,11:36:00,SB,NA,51,NA,0,NA
3D6.1D59AEEA69,1/25/21,NA,Calypte,ANHU,F,AHY,11:30:00,SB,NA,51,NA,0,NA
3D6.1D59AEEB4C,1/25/21,A00003025,Calypte,ANHU,M,AHY,11:15:00,SB,NA,49.5,NA,0,NA
3D6.1D59AEEB03,1/25/21,A00003024,Calypte,ANHU,F,AHY,11:05:00,SB,NA,18.1,NA,0,NA
3D6.1D59AEEB2B,1/25/21,A00003023,Calypte,ANHU,F,AHY,10:56:00,SB,NA,51,NA,0,NA
3D6.1D59AEEB0D,1/25/21,A00003022,Calypte,ANHU,F,AHY,10:44:00,SB,NA,49,NA,0,NA
3D6.1D59AEEB0A,1/25/21,A00003028,Calypte,ANHU,M,AHY,10:16:00,SB,NA,49,NA,0,NA
3D6.1D59AEEB14,1/25/21,A00003021,Calypte,ANHU,M,HY,10:16:00,SB,NA,51,NA,0,NA
3D6.1D59AEEAF8,1/25/21,A00003020,Calypte,ANHU,M,HY,10:14:00,SB,NA,48.5,NA,-,NA
3D6.1D59AEEA4C,11/23/20,NA,Calypte,ANHU,M,HY,13:15:00,SB,NA,51,NA,0,NA
3D6.1D593E1AB4,11/23/20,910070501,Calypte,ANHU,F,AHY,13:08:00,SB,NA,51,NA,0,NA
3D6.1D593E19C4,11/23/20,NA,Calypte,ANHU,M,AHY,12:10:00,SB,4.34,50,NA,0,11.52073733
3D6.1D59AEEA57,11/23/20,NA,Calypte,ANHU,F,NA,12:10:00,SB,NA,51,NA,0,NA
3D6.1D59AEEA28,11/23/20,NA,Calypte,ANHU,M,HY,12:04:00,SB,4.07,0,NA,0,0
3D6.1D593E1AB5,11/23/20,NA,Calypte,ANHU,F,AHY,11:50:00,SB,4.25,50,NA,0,11.76470588
3D6.1D59AEEA6F,11/23/20,NA,Calypte,ANHU,F,NA,11:50:00,SB,4.3,51,NA,-,11.86046512
3D6.1D593D7831,11/23/20,910070386,Calypte,ANHU,M,AHY,11:50:00,SB,NA,50,NA,0,NA
3D6.1D59AEEB24,11/23/20,A00003017,Calypte,ANHU,M,NA,11:30:00,SB,5.08,50,NA,0,9.842519685
3D6.1D59AEEA66,11/23/20,NA,Calypte,ANHU,F,NA,11:11:00,SB,4.42,51,NA,0,11.53846154
3D6.1D59AEEA4D,11/23/20,NA,Calypte,ANHU,F,NA,11:11:00,SB,4.28,51,NA,0,11.91588785
3D6.1D59AEEAF2,11/23/20,A00003016,Calypte,ANHU,F,NA,10:52:00,SB,4.52,50,NA,0,11.0619469
3D6.1D59AEEB2A,11/23/20,A00003015,Calypte,ANHU,F,NA,10:52:00,SB,3.79,50,NA,0,13.19261214
3D6.1D593E19C7,11/23/20,900096454,Calypte,ANHU,F,AHY,10:52:00,SB,4.27,50,NA,0,11.70960187
3D6.1D593E19BD,11/23/20,NA,Calypte,ANHU,F,AHY,10:52:00,SB,4.3,51,NA,0,11.86046512
3D6.1D59AEEB0A,11/23/20,A00003014,Calypte,ANHU,M,AHY,10:42:00,SB,4.14,49,NA,0,11.83574879
3D6.1D59AEEAFD,11/23/20,A00003013,Calypte,ANHU,M,NA,10:25:00,SB,4.48,49,NA,0,10.9375
3D6.1D59AEEA48,11/23/20,NA,Calypte,ANHU,F,NA,10:20:00,SB,3.91,51,NA,0,13.04347826
3D6.1D59AEEB04,11/23/20,A00003011,Calypte,ANHU,F,NA,10:10:00,SB,3.93,53,NA,-,13.48600509
3D6.1D59AEEB2D,11/23/20,A00003012,Calypte,ANHU,F,AHY,10:09:00,SB,4.2,50,NA,0,11.9047619
3D6.1D593E1AFC,11/16/20,NA,Calypte,ANHU,M,HY,13:50:00,SB,4.7,48,NA,0,10.21276596
3D6.1D593E1A4F,11/16/20,510086548,Calypte,ANHU,M,AHY,13:45:00,SB,4.77,51,NA,0,10.6918239
3D6.1D59AEEAF6,11/16/20,A00002990,Calypte,ANHU,F,NA,13:40:00,SB,4.64,52,NA,0,11.20689655
3D6.1D593E1B98,11/16/20,NA,Calypte,ANHU,M,HY,13:35:00,SB,4.65,49.5,NA,0,10.64516129
3D6.1D59AEEB10,11/16/20,A00002991,Calypte,ANHU,F,AHY,13:30:00,SB,4,50,NA,0,12.5
3D6.1D59AEEB15,11/16/20,A00002992,Calypte,ANHU,F,NA,13:17:00,SB,4.46,50,NA,0,11.21076233
3D6.1D59AEEAFA,11/16/20,NA,Calypte,ANHU,F,AHY,12:55:00,SB,4.25,51,NA,0,12
3D6.1D59AEEB2E,11/16/20,A00002994,Calypte,ANHU,M,NA,12:55:00,SB,4.47,50,NA,-,11.18568233
3D6.1D59AEEAF9,11/16/20,A00002993,Calypte,ANHU,M,HY,12:55:00,SB,4.58,49,NA,0,10.69868996
3D6.1D59AEEB40,11/16/20,A00002995,Calypte,ANHU,M,AHY,12:53:00,SB,4.33,48,NA,0,11.08545035
3D6.1D59AEEB27,11/16/20,A00002996,Calypte,ANHU,M,NA,12:48:00,SB,4.69,51,NA,0,10.87420043
3D6.1D59AEEB3B,11/16/20,A00002997,Calypte,ANHU,F,NA,12:31:00,SB,4.06,50,NA,0,12.31527094
3D6.1D59AEEB45,11/16/20,A00002998,Calypte,ANHU,F,NA,12:30:00,SB,4,51,NA,0,12.75
3D6.1D593D7876,11/16/20,610089817,Calypte,ANHU,M,AHY,12:28:00,SB,NA,49,NA,0,NA
3D6.1D593E19C4,11/16/20,NA,Calypte,ANHU,M,AHY,12:10:00,SB,NA,50,NA,0,NA
3D6.1D59AEEAED,11/16/20,A00002999,Calypte,ANHU,M,HY,11:55:00,SB,4.35,50,NA,0,11.49425287
3D6.1D593E19D1,11/16/20,610089705,Calypte,ANHU,M,AHY,11:45:00,SB,4.75,51,NA,0,10.73684211
3D6.1D59AEEAF5,11/16/20,A00003000,Calypte,ANHU,F,NA,11:44:00,SB,NA,50,NA,0,NA
3D6.1D59AEEB22,11/16/20,A00003001,Calypte,ANHU,M,HY,11:40:00,SB,NA,50,NA,0,NA
3D6.1D59AEEA23,11/16/20,A00003002,Calypte,ANHU,F,NA,11:29:00,SB,NA,49,NA,0,NA
3D6.1D59AEEB18,11/16/20,A00003003,Calypte,ANHU,M,HY,11:20:00,SB,4.69,51,NA,0,10.87420043
3D6.1D59AEEA66,11/16/20,A00003004,Calypte,ANHU,F,NA,11:16:00,SB,4.35,52,NA,0,11.95402299
3D6.1D59AEEA57,11/16/20,A00003005,Calypte,ANHU,F,NA,11:14:00,SB,NA,50,NA,0,NA
3D6.1D59AEEA21,11/16/20,A00003006,Calypte,ANHU,M,HY,11:09:00,SB,NA,50,NA,0,NA
3D6.1D59AEEA41,11/16/20,A00003007,Calypte,ANHU,M,NA,11:01:00,SB,4.56,49,NA,0,10.74561404
3D6.1D59AEEA47,11/16/20,A00003008,Calypte,ANHU,M,AHY,10:50:00,SB,4.31,49,NA,-,11.36890951
3D6.1D593E19CB,11/16/20,900096477,Calypte,ANHU,M,AHY,10:43:00,SB,NA,49,NA,0,NA
3D6.1D59AEEA5E,11/16/20,610089707,Calypte,ANHU,M,AHY,10:33:00,SB,NA,50,NA,0,NA
3D6.1D59AEEA67,11/16/20,A00003009,Calypte,ANHU,F,NA,10:25:00,SB,4.1,50,NA,0,12.19512195
3D6.1D59AEEA69,11/16/20,A00003010,Calypte,ANHU,F,HY,10:13:00,SB,NA,51,NA,0,NA
3D6.1D59AEEA4D,10/20/20,A00002960,Calypte,ANHU,F,NA,10:30:00,SB,3.93,51,NA,0,12.97709924
3D6.1D59AEEA52,10/20/20,A00002959,Calypte,ANHU,M,AHY,10:30:00,SB,4.27,52,NA,0,12.17798595
3D6.1D59AEEA1F,10/20/20,610089891,Calypte,ANHU,M,AHY,10:15:00,SB,4.13,49,NA,0,11.86440678
3D6.1D59AEEA56,10/20/20,A00002961,Calypte,ANHU,M,HY,10:13:00,SB,4.25,50,NA,0,11.76470588
3D6.1D593E1B99,10/20/20,A00002974,Calypte,ANHU,F,AHY,10:02:00,SB,3.83,50,NA,0,13.05483029
3D6.1D59AEEA2F,10/20/20,910071111,Calypte,ANHU,M,AHY,9:55:00,SB,4.27,51,NA,0,11.94379391
3D6.1D59AEEA4C,10/20/20,A00002962,Calypte,ANHU,M,HY,9:50:00,SB,4.12,50,NA,0,12.13592233
3D6.1D593E1990,10/20/20,A00002973,Calypte,ANHU,F,AHY,9:39:00,SB,3.83,52,NA,0,13.5770235
3D6.1D59AEEA20,10/20/20,A00002963,Calypte,ANHU,F,NA,9:33:00,SB,3.91,51,NA,0,13.04347826
3D6.1D593E1B4B,10/20/20,A00002972,Calypte,ANHU,M,HY,9:28:00,SB,4.15,51,NA,0,12.28915663
3D6.1D59AEEA50,10/20/20,A00002964,Calypte,ANHU,F,NA,9:13:00,SB,4.34,50,NA,0,11.52073733
